Commit SHA,Java File,Old function signature,New function signature
50b04ec8301b11f321e7d9547ba076f6b365bcf4,rxjava-core/src/main/java/rx/operators/OperationAmb.java,"amb(Observable<? extends T>[])","amb(Observable, Observable, Observable, Observable, Observable)"
50b04ec8301b11f321e7d9547ba076f6b365bcf4,rxjava-core/src/main/java/rx/operators/OperationAmb.java,"amb(Observable<? extends T>[])","amb(Observable, Observable, Observable, Observable)"
50b04ec8301b11f321e7d9547ba076f6b365bcf4,rxjava-core/src/main/java/rx/operators/OperationAmb.java,"amb(Observable<? extends T>[])","amb(Observable, Observable, Observable, Observable, Observable, Observable, Observable, Observable)"
50b04ec8301b11f321e7d9547ba076f6b365bcf4,rxjava-core/src/main/java/rx/operators/OperationAmb.java,"amb(Observable<? extends T>[])","amb(Observable, Observable, Observable, Observable, Observable, Observable, Observable, Observable, Observable)"
50b04ec8301b11f321e7d9547ba076f6b365bcf4,rxjava-core/src/main/java/rx/operators/OperationAmb.java,"amb(Observable<? extends T>[])","amb(Observable, Observable)"
50b04ec8301b11f321e7d9547ba076f6b365bcf4,rxjava-core/src/main/java/rx/operators/OperationAmb.java,"amb(Observable<? extends T>[])","amb(Observable, Observable, Observable)"
50b04ec8301b11f321e7d9547ba076f6b365bcf4,rxjava-core/src/main/java/rx/operators/OperationAmb.java,"amb(Observable<? extends T>[])","amb(Observable, Observable, Observable, Observable, Observable, Observable)"
50b04ec8301b11f321e7d9547ba076f6b365bcf4,rxjava-core/src/main/java/rx/operators/OperationAmb.java,"amb(Observable<? extends T>[])","amb(Observable, Observable, Observable, Observable, Observable, Observable, Observable)"
6788900bd336b5fc16230fc4f20d0ae1b52a82aa,rxjava-core/src/main/java/rx/Observable.java,"cast()","cast(Class)"
1ea15baf5b76d407c1aa97331c3857c95d229bd6,rxjava-core/src/main/java/rx/operators/ScheduledObserver.java,"ScheduledObserver(Observer, Scheduler)","ScheduledObserver(CompositeSubscription, Observer, Scheduler)"
59578815c3d4c8336192baeed3dfe6b7119a9b73,rxjava-core/src/main/java/rx/Observable.java,"mergeDelayError(Observable<? extends T>[])","mergeDelayError(Observable, Observable, Observable)"
59578815c3d4c8336192baeed3dfe6b7119a9b73,rxjava-core/src/main/java/rx/Observable.java,"mergeDelayError(Observable<? extends T>[])","mergeDelayError(Observable, Observable)"
59578815c3d4c8336192baeed3dfe6b7119a9b73,rxjava-core/src/main/java/rx/Observable.java,"mergeDelayError(Observable<? extends T>[])","mergeDelayError(Observable, Observable, Observable, Observable)"
59578815c3d4c8336192baeed3dfe6b7119a9b73,rxjava-core/src/main/java/rx/Observable.java,"mergeDelayError(Observable<? extends T>[])","mergeDelayError(Observable, Observable, Observable, Observable, Observable, Observable, Observable, Observable)"
59578815c3d4c8336192baeed3dfe6b7119a9b73,rxjava-core/src/main/java/rx/Observable.java,"mergeDelayError(Observable<? extends T>[])","mergeDelayError(Observable, Observable, Observable, Observable, Observable)"
